CODE,MFR,MODEL,TYPE-ENG,NO-ENG,NO-SEATS,N-NUMBER,YEAR MFR,NAME
3940032,AIRBUS                        ,A321-231            ,5,2,379,970UY,2009,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,971JT,2016,JETBLUE AIRWAYS CORP                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,971UY,    ,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,972JT,2016,JETBLUE AIRWAYS CORP                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,972UY,2009,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,973JT,2018,JETBLUE AIRWAYS CORP                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,973UY,2011,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,974JT,2016,JETBLUE AIRWAYS CORP                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,974UY,2011,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,975JT,2017,JETBLUE AIRWAYS CORP                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,975UY,2011,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,976JT,2017,JETBLUE AIRWAYS CORP                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,976UY,2012,UMB BANK NA TRUSTEE                               
3940032,AIRBUS                        ,A321-231            ,5,2,379,977JE,2018,JETBLUE AIRWAYS CORP                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,977UY,2012,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,978JB,2017,JETBLUE AIRWAYS CORP                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,978UY,2012,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,979JT,2017,JETBLUE AIRWAYS CORP                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,979UY,2013,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,980JT,2017,JETBLUE AIRWAYS CORP                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,980UY,2013,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,981JT,2017,JETBLUE AIRWAYS CORPORATION                       
3940032,AIRBUS                        ,A321-231            ,5,2,379,981UY,2013,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,982JB,2017,JETBLUE AIRWAYS CORP                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,982VJ,2012,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,983JT,2017,JETBLUE AIRWAYS CORP                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,984CM,    ,CARGO AIRCRAFT MANAGEMENT INC                     
3940032,AIRBUS                        ,A321-231            ,5,2,379,984JB,2017,JETBLUE AIRWAYS CORP                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,985CM,    ,CARGO AIRCRAFT MANAGEMENT INC                     
3940032,AIRBUS                        ,A321-231            ,5,2,379,985JT,2017,JETBLUE AIRWAYS CORP                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,986AN,2016,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,986JB,2017,JETBLUE AIRWAYS CORP                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,987AM,2016,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,987JT,2017,JETBLUE AIRWAYS CORP                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,988AL,2016,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,988JT,2017,JETBLUE AIRWAYS CORP                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,989AU,2016,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,989JT,2017,JETBLUE AIRWAYS CORP                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,990AU,2016,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,990JL,2017,JETBLUE AIRWAYS CORPORATION                       
3940032,AIRBUS                        ,A321-231            ,5,2,379,991AU,2016,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,991JT,2017,JETBLUE AIRWAYS CORP                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,992AU,2016,UMB BANK N A TRUSTEE                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,992JB,2018,JETBLUE AIRWAYS CORP                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,993AN,2016,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,993AR,    ,BANK OF UTAH TRUSTEE                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,993JE,2018,JETBLUE AIRWAYS CORP                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,994AN,2016,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,994JL,2018,JETBLUE AIRWAYS CORP                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,995AN,2016,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,995JL,2018,JETBLUE AIRWAYS CORP                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,996AN,2016,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,996JL,2018,JETBLUE AIRWAYS CORP                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,997AA,2017,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,997JL,2018,JETBLUE AIRWAYS CORP                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,998AN,2017,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,998JE,2018,JETBLUE AIRWAYS CORP                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,999JQ,2018,JETBLUE AIRWAYS CORP                              
3940034,AIRBUS                        ,A319-115            ,5,2,147,12028,2015,AMERICAN AIRLINES INC                             
3940034,AIRBUS                        ,A319-115            ,5,2,147,3014R,2013,AMERICAN AIRLINES INC                             
3940034,AIRBUS                        ,A319-115            ,5,2,147,3618F,2006,PHARMAIR CORP                                     
3940034,AIRBUS                        ,A319-115            ,5,2,147,4005X,2013,AMERICAN AIRLINES INC                             
3940034,AIRBUS                        ,A319-115            ,5,2,147,4032T,2015,AMERICAN AIRLINES INC                             
3940034,AIRBUS                        ,A319-115            ,5,2,147,422AV,2010,UMB BANK N A TRUSTEE                              
3940034,AIRBUS                        ,A319-115            ,5,2,147,5007E,2013,AMERICAN AIRLINES INC                             
3940034,AIRBUS                        ,A319-115            ,5,2,147,519AV,2012,UMB BANK NA TRUSTEE                               
3940034,AIRBUS                        ,A319-115            ,5,2,147,557AV,2012,UMB BANK NA TRUSTEE                               
3940034,AIRBUS                        ,A319-115            ,5,2,147,647AV,2008,UMB BANK NA TRUSTEE                               
3940034,AIRBUS                        ,A319-115            ,5,2,147,691AV,2008,UMB BANK NA TRUSTEE                               
3940034,AIRBUS                        ,A319-115            ,5,2,147,70020,2014,UMB BANK NA TRUSTEE                               
3940034,AIRBUS                        ,A319-115            ,5,2,147,723AV,2014,UMB BANK NA TRUSTEE                               
3940034,AIRBUS                        ,A319-115            ,5,2,147,726AV,2014,UMB BANK NA TRUSTEE                               
3940034,AIRBUS                        ,A319-115            ,5,2,147,741AV,2015,UMB BANK NA TRUSTEE                               
3940034,AIRBUS                        ,A319-115            ,5,2,147,751AV,2016,UMB BANK NA TRUSTEE                               
3940034,AIRBUS                        ,A319-115            ,5,2,147,753AV,2016,UMB BANK N A TRUSTEE                              
3940034,AIRBUS                        ,A319-115            ,5,2,147,8001N,2013,AMERICAN AIRLINES INC                             
3940034,AIRBUS                        ,A319-115            ,5,2,147,8009T,2013,AMERICAN AIRLINES INC                             
3940034,AIRBUS                        ,A319-115            ,5,2,147,8027D,2015,AMERICAN AIRLINES INC                             
3940034,AIRBUS                        ,A319-115            ,5,2,147,8030F,2015,AMERICAN AIRLINES INC                             
